City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,colonia menno,-22.3667,-59.8167,32.79,26,54,4.23,PY,1722731131
363,khandyga,62.6667,135.6,16.93,51,88,1.09,RU,1722731134
364,vernon,50.2581,-119.2691,39.4,16,3,1.54,CA,1722731135
365,kratie,12.4881,106.0188,25.18,94,80,1.25,KH,1722731137
366,christchurch,-43.5333,172.6333,9.07,76,94,1.03,NZ,1722731017
367,basoko,1.2391,23.616,21.85,93,100,1.67,CD,1722731140
368,riviere-du-loup,47.8304,-69.5342,20.15,94,94,3.09,CA,1722731141
369,saint-francois,46.4154,3.9054,18.14,88,0,1.03,FR,1722731142
370,boa vista,2.8197,-60.6733,27.99,74,20,1.03,BR,1722731143
371,chernyshevskiy,63.0128,112.4714,16.69,47,46,1.83,RU,1722731144
372,zhangye,38.9342,100.4517,24.44,20,74,3.16,CN,1722731145
373,goiatuba,-18.0125,-49.3547,21.39,35,0,3.54,BR,1722731147
374,terrace,54.5163,-128.6035,30.95,20,20,3.09,CA,1722731148
375,yangshuo,24.7808,110.4897,26.82,87,0,1.14,CN,1722731149
376,fortuna,40.5982,-124.1573,16.19,94,100,3.09,US,1722731150
377,wrzesnia,52.3251,17.5652,17.06,69,32,1.78,PL,1722731151
378,susuman,62.7833,148.1667,13.57,43,8,1.76,RU,1722731153
379,tabora,-5.0167,32.8,18.21,45,37,3.54,TZ,1722731154
380,saldanha,-33.0117,17.9442,13.03,86,98,8.15,ZA,1722731155
381,tezu,27.9167,96.1667,23.69,99,100,1.46,IN,1722731156
382,comstock park,43.0386,-85.67,28.14,60,3,3.18,US,1722731157
383,vilyuysk,63.7553,121.6247,18.95,45,4,1.43,RU,1722731158
384,bahir dar,11.5936,37.3908,16.19,96,100,0.68,ET,1722731160
385,peniche,39.3558,-9.3811,19.5,93,0,6.46,PT,1722731161
386,atabey,37.9508,30.6386,22.9,35,1,1.16,TR,1722731162
387,saint-pierre,-21.3393,55.4781,18.82,59,0,3.6,RE,1722731163
388,kisiwani,-4.1333,37.95,17.81,90,24,0.79,TZ,1722731164
389,huilong,31.8111,121.655,30.91,76,8,4.37,CN,1722731166
390,sao sebastiao do cai,-29.5867,-51.3756,27.74,57,20,2.13,BR,1722731167
391,kerikeri,-35.2268,173.9474,14.39,81,100,4.02,NZ,1722731168
392,petropavlovsk-kamchatsky,53.0452,158.6483,20.33,40,0,2.0,RU,1722730877
393,klaksvik,62.2266,-6.589,11.51,94,7,5.6,FO,1722731170
394,cabugao,17.7931,120.4578,29.94,80,98,1.09,PH,1722731171
395,bandarbeyla,9.4942,50.8122,25.78,70,51,12.86,SO,1722731173
396,sikasso,10.9167,-7.0,22.68,95,73,1.77,ML,1722731174
397,labasa,-16.4167,179.3833,28.8,58,3,2.35,FJ,1722731176
398,karlskrona,56.1616,15.5866,13.25,85,100,2.59,SE,1722731177
399,zouerate,22.7187,-12.4521,35.71,28,59,4.55,MR,1722731179
400,san carlos,9.6612,-68.5827,24.73,93,88,0.87,VE,1722731180
401,usogorsk,63.4106,48.6872,16.04,83,89,3.2,RU,1722731181
402,kokopo,-4.352,152.2633,27.22,76,75,5.24,PG,1722731182
403,itzehoe,53.921,9.5153,18.55,96,99,2.53,DE,1722731183
404,nuuk,64.1835,-51.7216,2.34,100,100,1.54,GL,1722731184
405,mangrol,21.1167,70.1167,27.48,87,100,8.29,IN,1722731186
406,konarka,19.9,86.1167,28.22,81,100,4.7,IN,1722731187
407,manokwari,-0.8667,134.0833,27.76,74,53,2.85,ID,1722731188
408,mont-dore,-22.2833,166.5833,23.99,99,23,5.29,NC,1722731189
409,carahue,-38.7,-73.1667,7.41,93,100,0.92,CL,1722731190
410,general pinedo,-27.3167,-61.2833,19.34,49,79,6.99,AR,1722731192
411,dzhetygara,52.1908,61.2006,14.31,86,59,4.44,KZ,1722731193
412,nassau,40.7507,-73.5829,24.25,87,100,3.09,US,1722731195
413,saint-affrique,43.9558,2.8892,18.22,83,8,2.07,FR,1722731196
414,vale da amoreira,39.0697,-7.6985,18.49,67,0,1.75,PT,1722731197
415,swakopmund,-22.6833,14.5333,13.32,85,0,1.34,NA,1722731199
416,neiafu,-18.65,-173.9833,27.38,78,20,4.12,TO,1722731200
417,viedma,-40.8135,-62.9967,11.7,32,65,5.72,AR,1722731004
418,zaranj,30.9667,61.8833,33.98,16,8,7.79,AF,1722731202
419,geraldton,-28.7667,114.6,9.23,81,0,5.66,AU,1722731203
420,sosnovyy bor,59.9,29.1167,16.29,88,100,1.1,RU,1722731204
421,kapuskasing,49.4169,-82.4331,23.05,53,20,3.6,CA,1722731206
422,borujen,31.9652,51.2873,21.25,24,4,1.72,IR,1722731207
423,twentynine palms,34.1356,-116.0542,42.3,13,9,0.89,US,1722731208
424,hirara,24.8,125.2833,31.15,74,40,4.63,JP,1722731209
425,pangoa,-12.1167,-73.0,22.23,82,51,1.82,PE,1722731210
426,selkirk,50.1436,-96.8845,22.82,60,32,4.47,CA,1722731211
427,mata-utu,-13.2816,-176.1745,26.86,78,68,4.78,WF,1722731213
428,lorengau,-2.0226,147.2712,27.54,83,85,5.17,PG,1722731085
429,inirida,3.8653,-67.9239,25.16,91,76,1.64,CO,1722731215
430,dromore,54.5167,-7.4667,11.81,90,100,2.56,GB,1722731143
431,midvagur,62.0511,-7.1939,11.46,93,100,3.6,FO,1722731218
432,kirensk,57.7853,108.1119,15.83,83,74,0.71,RU,1722731220
433,dalandzadgad,43.5708,104.425,20.27,42,27,1.34,MN,1722731221
434,kanniyakumari,8.0833,77.5667,26.03,79,17,7.36,IN,1722731222
435,alice springs,-23.7,133.8833,14.75,41,75,3.6,AU,1722731223
436,nago,26.5881,127.9761,32.24,71,1,4.15,JP,1722731224
437,katsuura,35.1333,140.3,26.61,77,17,2.04,JP,1722731083
438,portland,45.5234,-122.6762,30.84,34,75,4.63,US,1722730940
439,najran,17.4924,44.1277,29.36,31,100,1.0,SA,1722731228
440,guymon,36.6828,-101.4816,19.52,92,48,10.58,US,1722731229
441,conde,-7.2597,-34.9075,22.7,94,20,3.6,BR,1722731230
442,abu jibeha,11.4562,31.2285,23.62,77,90,1.1,SD,1722731231
443,vratsa,43.21,23.5625,18.86,76,14,1.77,BG,1722731233
444,ulladulla,-35.35,150.4667,13.55,59,100,2.12,AU,1722731084
445,timbuktu,16.7735,-3.0074,29.06,63,56,3.95,ML,1722731236
446,berdigestyakh,62.0989,126.6992,19.43,41,12,2.2,RU,1722731140
447,san antonio de pale,-1.4014,5.6325,21.95,79,84,5.82,GQ,1722731098
448,mugia,43.1041,-9.2179,18.28,89,0,4.22,ES,1722731239
449,hassi messaoud,31.6804,6.0729,35.92,11,0,3.6,DZ,1722731240
450,coronel suarez,-37.4547,-61.9334,9.33,42,2,3.42,AR,1722731120
451,yelizovo,53.1873,158.3805,21.08,40,0,2.0,RU,1722731243
452,marsh harbour,26.5412,-77.0636,28.61,79,100,8.77,BS,1722731244
453,ipora,-16.4419,-51.1178,23.23,34,0,1.89,BR,1722731245
454,yashkul',46.1711,45.3435,24.87,30,3,3.15,RU,1722731246
455,kurchatov,51.6601,35.6521,17.23,80,100,5.71,RU,1722731247
456,shumikha,55.2261,63.2961,12.13,96,38,3.21,RU,1722731249
457,puerto ayacucho,5.6639,-67.6236,25.13,87,51,2.64,VE,1722731250
458,saint-philippe,-21.3585,55.7679,18.77,75,10,2.01,RE,1722731070
459,bakchar,57.0186,82.0711,17.61,97,75,2.2,RU,1722731252
460,siwa oasis,29.2041,25.5195,28.53,45,0,2.65,EG,1722731077
461,acheng,45.5454,126.977,25.23,83,79,3.27,CN,1722731254
462,mokhsogollokh,61.4681,128.9203,18.84,38,18,1.68,RU,1722731141
463,kill devil hills,36.0307,-75.676,29.01,82,0,10.29,US,1722731257
464,galle,6.0367,80.217,28.29,83,30,0.45,LK,1722731258
465,kirksville,40.1948,-92.5833,30.97,66,0,3.09,US,1722731259
466,weno,7.4515,151.8468,29.97,84,100,2.57,FM,1722731071
467,mosjoen,65.836,13.1908,17.29,72,75,1.54,NO,1722731261
468,westport,41.1415,-73.3579,24.25,93,0,2.68,US,1722731111
469,chos malal,-37.3781,-70.2709,5.84,59,97,3.38,AR,1722731264
470,orenburg,51.7727,55.0988,12.01,64,96,3.09,RU,1722731265
471,nantucket,41.2835,-70.0995,25.56,98,24,9.03,US,1722731097
472,entebbe,0.0644,32.4469,21.18,88,0,2.06,UG,1722731267
473,canutama,-6.5339,-64.3831,27.99,56,86,1.05,BR,1722731268
474,tacuarembo,-31.7333,-55.9833,13.97,88,80,5.91,UY,1722731269
475,agaie,9.0167,6.3167,23.24,91,89,1.88,NG,1722731271
476,mersing,2.4312,103.8405,23.95,94,20,2.57,MY,1722731273
477,kristiansund,63.1115,7.732,17.36,87,100,1.03,NO,1722731133
478,cururupu,-1.8283,-44.8683,22.07,87,9,1.05,BR,1722731275
479,rasht,37.2808,49.5832,23.33,66,1,0.8,IR,1722731277
480,sale,34.0389,-6.8166,21.46,100,75,0.0,MA,1722731279
481,bellavista,-7.0561,-76.5911,27.07,53,89,0.68,PE,1722731280
482,horta,38.5333,-28.6333,21.68,88,5,1.34,PT,1722731144
483,al bayda',32.7627,21.7551,21.1,90,43,2.31,LY,1722731282
484,fray luis a. beltran,-32.7912,-60.7282,15.49,84,4,2.61,AR,1722731284
485,san rafael,-34.6177,-68.3301,12.98,29,93,3.09,AR,1722731285
486,floro,61.5996,5.0328,15.04,88,100,7.2,NO,1722731104
487,ankazoabo,-22.2833,44.5167,14.42,66,0,3.34,MG,1722731076
488,daru,-9.0763,143.2092,24.11,83,100,8.18,PG,1722731088
489,longgang,37.6508,120.3286,28.42,86,51,5.48,CN,1722731289
490,barcelos,41.5388,-8.6151,22.14,74,0,1.01,PT,1722731116
491,santa helena,-2.2311,-45.3,21.84,86,6,1.49,BR,1722731292
492,vangaindrano,-23.35,47.6,18.64,89,54,1.57,MG,1722731293
493,serhiyivka,46.0272,30.3768,23.61,82,97,4.12,UA,1722731294
494,bratsk,56.1325,101.6142,13.27,86,14,2.25,RU,1722731295
495,ulaangom,49.9811,92.0667,21.99,41,49,1.79,MN,1722731296
496,airuk,7.2772,168.8203,28.29,77,27,4.74,MH,1722731297
497,el porvenir,13.7617,-87.3458,28.63,91,100,0.83,HN,1722731299
498,vuktyl,63.8567,57.3094,15.18,99,100,2.58,RU,1722731062
499,cadale,2.7603,46.3222,24.32,85,52,7.52,SO,1722731301
500,al abyar,32.19,20.5965,22.61,93,0,2.8,LY,1722731302
501,tame,6.461,-71.73,24.32,87,13,0.54,CO,1722731303
502,bento goncalves,-29.1714,-51.5192,23.52,90,24,1.88,BR,1722731304
503,ozernyy,55.5802,32.4127,11.87,96,10,1.41,RU,1722731306
504,codrington,-38.2667,141.9667,8.95,75,81,4.18,AU,1722731093
505,kolonia,50.9333,6.95,19.47,84,40,2.57,DE,1722731308
506,forster,-32.1667,152.5167,15.77,68,89,1.07,AU,1722731109
507,port moresby,-9.4431,147.1797,27.68,61,20,5.14,PG,1722731310
508,east london,-33.0153,27.9116,19.32,29,43,5.22,ZA,1722731111
509,marka,1.7159,44.7717,24.17,84,97,6.9,SO,1722731314
510,mar del plata,-38.0023,-57.5575,13.82,55,0,3.09,AR,1722731141
511,meadow lake,34.8014,-106.5436,34.71,30,27,14.91,US,1722731058
512,lata,40.1629,-8.3327,17.26,92,0,0.29,PT,1722731317
513,sassandra,4.95,-6.0833,22.67,92,61,2.82,CI,1722731318
514,samana,19.2056,-69.3369,25.19,90,100,2.31,DO,1722731319
515,tougue,11.4667,-11.6,19.53,97,96,1.64,GN,1722731321
516,junin de los andes,-39.9504,-71.0694,5.21,79,49,4.87,AR,1722731322
517,nehe,48.4833,124.8333,20.75,98,100,4.04,CN,1722731323
518,kavieng,-2.5744,150.7967,28.28,75,74,7.02,PG,1722731057
519,nadi,-17.8,177.4167,27.0,69,75,5.66,FJ,1722731325
520,sadjoavato,-12.6334,49.349,17.56,69,18,2.15,MG,1722731327
521,huelma,37.6713,-3.39,24.99,34,0,0.38,ES,1722731328
522,vytegra,61.0064,36.4481,14.0,96,99,0.4,RU,1722731329
523,bardsir,29.9227,56.5743,24.62,36,10,1.93,IR,1722731330
524,xilin hot,43.9667,116.0333,20.91,74,90,3.47,CN,1722731331
525,villa regina,-39.1,-67.0667,13.32,20,51,1.34,AR,1722731334
526,isangel,-19.55,169.2667,22.62,59,0,5.63,VU,1722731093
527,bossangoa,6.4926,17.4552,20.87,97,100,1.79,CF,1722731336
528,sandnessjoen,66.0217,12.6316,17.29,80,11,6.15,NO,1722731098
529,uray,60.1247,64.7758,14.61,95,74,1.57,RU,1722731338
530,argostolion,38.1811,20.489,28.19,29,4,1.89,GR,1722731339
531,kalispell,48.1958,-114.3129,28.02,39,0,0.0,US,1722731341
532,kingscliff,-28.2667,153.5667,19.87,55,7,5.14,AU,1722731342
533,shangrao,28.4532,117.9686,30.67,65,77,1.77,CN,1722731343
534,nambucca,-30.6333,152.9833,17.13,63,45,1.12,AU,1722731344
535,linton hall,38.7598,-77.575,24.73,83,40,2.68,US,1722731345
536,berezovyy,51.6667,135.7,21.78,49,2,1.2,RU,1722731346
537,wichian buri,15.6578,101.106,23.99,96,100,1.3,TH,1722731349
538,ridgecrest,35.6225,-117.6709,41.92,11,75,5.36,US,1722731170
539,alexandria,31.2156,29.9553,26.6,64,0,1.45,EG,1722731351
540,la sarre,48.8002,-79.1996,20.51,63,7,2.72,CA,1722731352
541,oroqen zizhiqi,50.5667,123.7167,16.44,99,100,1.21,CN,1722731353
542,xiva,41.3783,60.3639,19.99,24,67,3.57,UZ,1722731354
543,simanggang,1.2472,111.4528,24.99,94,20,1.54,MY,1722731356
544,naze,28.3667,129.4833,30.51,77,2,5.06,JP,1722731357
545,kentau,43.5206,68.5094,25.96,22,0,5.21,KZ,1722731358
546,taupo,-38.6833,176.0833,6.69,50,67,1.2,NZ,1722731359
547,ostersund,63.1792,14.6357,13.25,96,100,2.57,SE,1722731360
548,bontang,0.1333,117.5,25.65,89,92,3.68,ID,1722731362
549,tancitaro,19.3333,-102.3667,18.01,93,100,0.38,MX,1722731363
550,howard springs,-12.497,131.047,25.95,89,100,4.34,AU,1722731065
